text,class_simple,sent_score
parking is always problem,,
old food that is expired bad management,,
good provisions,,
heavens of organic food stuffs,,
quality items,,
good experience,,
costly,,
is of the outlets of spinneys super market with varieties of food,,
non food,,
good place for foreigners,,
well organised,,
good for quick grocery shopping,efficiency_of_service,good
nice place to shop groceries,,
has huge parking problem,parking,bad
convenient,convenience,good
products are fresh,freshness,good
friendly staff,staff,good
there is wide variety of products including for non muslims,selection,good
biggest spinneys around,layout,good
few always,,
same selections,selection,bad
very pricey,price,bad
very nice place,,
expensive,price,bad
was so convenient,convenience,good
all the products are available,selection,good
limited parking slots,parking,bad
excellent location,no_topic,good
awesome place to visit,no_topic,good
expensive,price,bad
very expensive comparing to other market,price,bad
parking here is an issue,parking,bad
parking available,parking,neutral
no readymade coffee,,
too small,layout,bad
not much variety in products,selection,bad
expensive ,price,bad
items go out of stock for extended periods,selection,bad
stop shop for all your groceries,,
good place,no_topic,good
great produce,freshness,good
convenient,convenience,good
at good location,no_topic,good
love the products,selection,good
has waitrose,,
my favorite shop,,
very expensive without god offers,price,bad
out standing,,
you can everything you need there,,
not cheap,price,bad
super selection of fruits,freshness,good
freasher experience everyday,,
good bit expensive,price,bad
nice one,,
good market,,
nothing intresting,selection,bad
not great selection,selection,bad
great place dy,,
nice market,,
good market,,
is spinneys,,
enough said,,
nice place,,
wonderful market,,
market in dubai marina,location,neutral
perfect for holidays,,
quality groceries,quality,good
has pork,,
excellent place,,
quite shopping place,,
shopping store,,
near marina walk,convenience,neutral
all needs in same place,,
everything in place,,
class rate,,
shopping center,,
organized,layout,good
market for any product,,
hard to not find anything,,
relatively small,layout,neutral
expensive store,price,bad
convenient,convenience,good
expensive,price,bad
rather expensive,price,bad
place for you,,
expensive,price,bad
shopping,,
dobry vyber tovaru primerana,,
kvalita ceny,,
translated by google,,
is small,,
is all there,,
is tidy,,
e oeea,,
isseuressoe iz,,
e3 i e,,
translated by google,,
supermarket with prices slightly above average,price,bad
duneurd ddegneurdodun,,
n n dud ddegd d,,
d dundod d,,
noedod d2n,,
n du dud3d,,
d d3d nn,,
translated by google,,
this supermarket is luxury,,
everything with lot of quality,quality,good
esse supermercado c,,
um luxo,,
tudo com muita qualidade,,
translated by google,,
nice supermarket with lot of choices,selection,good
d neurd,,
d1 nnfd,,
duneurd ddegneurdodun,,
neurd d,,
translated by google,,
western market,,
o uoe you,,
c uoeu1,,
translated by google,,
quite well supply,,
prices much much higher than in pol,price,bad
kiem nieaole zaopatrzenie ale ceny dua o dua o wya sze nia w polsce,,
translated by google,,
reasonable price,price,good
gute auswahl zum verna nftigen preis,,
translated by google,,
otoichny market,,
zakos for natural products,,
due to this price is higher,price,bad
d1 d ddegneurdodun,,
ddegdod n d,,
d ddegn,,
nfneurddegd,,
noed n,,
du d neurd d nfdon,,
d ddeg nn,,
d d3d n dud n,,
translated by google,,
classy supermarket has many different stores,,
ddegnd d,,
d1 nnfd,,
duneurd ddegneurdodun,,
ddegd3ddegn,,
d neurn,,
d ddegd3ddegd,,
translated by google,,
simple,,
beautiful,,
sade ve ga zel,,
translated by google,,
beautiful supermarket located along the promenade of the marina,convenience,good
also offers an area with items for non,,
muslims,,
beau supermarcha,,
le long de la promenade de la marina,,
propose c galement une zone avec des articles pour les non musulmans,,
translated by google,,
is very excellent,,
molto eccellente,,
translated by google,,
beautiful,,
varied supermarket,selection,good
o1 o ossu,,
translated by google,,
normal market,,
translated by google,,
has the advantage that you can buy pork,,
tiene la ventaja de que puedez comprar carne de cerdo,,
translated by google,,
of the best markets,,
opsuopu,,
opso3u,,
translated by google,,
well stocked shop,selection,good
magasin bien fourni,,
translated by google,,
i am clean foreigner,,
e3 i tm,,
translated by google,,
do you want to eat something special,,
here you find,,
vuoi mangiare qualcosa di particolare,,
qui lo trovi,,
translated by google,,
translated by google,,
is wonderful very safe,,
es un maravilloso muy seguro,,
translated by google,,
not enough parking space available,,
o ufossuus you,,
you ossu,,
o3usosso,,
translated by google,,
supermarket with great variety of products,selection,good
great location,,
offers great variety of fruits,,
vegetables,,
with good quality,quality,good
supermercado com grande variedade de oferta de produtos,,
excelente localizaassapso,,
disponibiliza uma grande variedade de frutas e legumes,,
com boa qualidade,,
translated by google,,
reasonable variety of products,selection,good
slightly above average prices,price,bad
could have better staff,staff,bad
vel variedade de produtos,,
preassos pouco acima da ma,,
mas podia ter funciona,,
rios mais bem humorados,,
translated by google,,
has an endless variety of food,selection,good
affordable prices,price,good
helpful staff,staff,good
clean,,
ha una varieta infinita di prodotti alimentari e non,,
prezzi convenienti,,
personale disponibile,,
locale pulito e aerato,,
translated by google,,
is place where taxi drivers know lot,,
i oee3 iz,,
i oeiz,,
translated by google,,
beautiful,,
translated by google,,
feels like an illuminator in dubai,,
af aya,,
translated by google,,
for small needs can meet,,
the prices are very high compared to carrefour,price,bad
he sells pork,offerings,neutral
para pequenas necessidades ele consegue atender,,
c m os preassos sapso muito elevados em comparaassapso ao carrefour,,
ele vende carne de porco,,
translated by google,,
well achalander price above average,,
convenient because well located,convenience,good
bien achalander prix supa,,
c rieur la moyenne mais pratique car bien situa,,
translated by google,,
the best supermarket in the marina has been newly expanded,location,good
ossuopu,,
ufoa uus ossu,,
oss oau,,
o3o1oau,,
not large supermarket with good choice,layout,bad
not large supermarket with good choice,selection,bad
quality products,quality,good
d d1 nnfd,,
duneurd ddegneurdodun,,
