other_loc_name,other_loc_address
Wok n Roll Restaurant,"The Avenues Mall, 5, Al Rai, Kuwait"
The Conservatory Dining Room,"St Mary's, Sandwich CT13 9HL, United Kingdom"
Gin & Juice,"131 The Promenade, Cheltenham GL50 1NW, United Kingdom"
Uskudar Fishermen's Market,"Mimar Sinan, Selam-ı Ali Efendi Cd., 34672 Üsküdar/İstanbul, Turkey"
Marseilia Beach 3,"الساحل الشمالى, طريق اسكندرية مطروح الصحراوى، Egypt"
Fusion Lounge,"2, Chunilal Giridharilal Marg, Dasha Shrimali Nagar, Goraswadi, Malad West, Mumbai, Maharashtra 400064, India"
Mumbai Masti Juice Center,Dubai
Elco Restaurant,Za'abeel - 28 St - Dubai
MASTEE,"Shop 4, Ground Floor, A-AHCL Homes, Link Road Opposite Shimpoli Telephone Exchange, Borivali, Mumbai, Maharashtra 400092, India"
Last Price,للاحذية، حي العزيزية شارع الشباب جوار خطوات، Riyadh Saudi Arabia
Jeddah Gas Station,"5, Ar Rehab, Jeddah 23345, Saudi Arabia"
Kaki Center,"Qiba Rd, الكعكي مول، Medina 42315, Saudi Arabia"
True Salon,"1620 W Northwest Hwy, Arlington Heights, IL 60004, United States"
3M Car Care Pondicherry,"Plot 20 100 Feet Road 49/1 Opposite Seventh day School, Ozhandai Keerapalaiyam, Mudaliarpet, Puducherry, 605004, India"
Set Widad restaurant,"Belhasa Bldg Number 6, 318 - Dubai"
Shobak,"Hamad Al Jaser, Ar Rawdah, Jeddah 23435, Saudi Arabia"
St. Petersburg Saturday Morning Market,"301 1st Ave N, St. Petersburg, FL 33701, United States"
CEPSA,"N-331, Pk 96, 14910 Benamejí, Córdoba, Spain"
Abu Baker Al Siddique Metro Station 2,Dubai
Cafe 2020,"Beside Sky Business Centre Festival Centre, Rashidiya - Dubai"
French Bakery,"Al Barsha / Union Coop Al Barsha Mall,، Union Coop Society Hypermarket - Dubai"
Sporting Club de la Corniche,"178 Bis Corniche Président John Fitzgerald Kennedy, 13007 Marseille, France"
Mathema Premium Aparthotel,"West Bay, Dafna, Q-Shield head Offices, Doha, Qatar"
Waterstones,"11 Islington Green, The Angel, London N1 2XH, United Kingdom"
"ITC Grand Bharat, A Luxury Collection Hotel, Delhi NCR","P.O. Hasanpur Tauru, Gurugram, Haryana 122105, India"
Trust Skoda Wolverhampton,"401 Cannock Rd, Wolverhampton WV10 0BQ, United Kingdom"
ライオンサーカス,"Japan, 〒551-0002 Osaka, Taisho Ward, Sangenyahigashi, 1 Chome−4−13"
PVR Cinemas - Versova,"3, Infinity Mall, Andheri, New Link Rd, Phase D, Shastri Nagar, Versova, Mumbai, Maharashtra 400036, India"
Apple Fifth Avenue,"767 5th Ave, New York, NY 10153, United States"
Caos A.D.,"Corso Nizza, 64, 12100 Cuneo CN, Italy"
Free Kick Sports Arena,"46, Kenchappa Rd, Pulikeshi Nagar, Bengaluru, Karnataka 560005, India"
Gate 1 - Canal View,"Canal Rd, Canal View, Lahore, Punjab, Pakistan"
Jeita Grotto,"Valley of the Dog River, Keserwan, Bayrut, Lebanon"
Extra cheese pizza Jerusalem,"Olei HaGardom St 2, Jerusalem"
하남돼지집 마곡나루역점,"South Korea, Gyeonggi-do, Seoul, Gangseo-gu, Magok-dong, 중앙로 171 안강프라이빗타워2"
Marathon Gas Station,"1 NW 79th St, Miami, FL 33150, United States"
قاعة الأصالة للاحتفالات,"6461 مكة - الحسينية - بعد حد الحرم - خلف مجمع الملاعب، Mecca 21955, Saudi Arabia"
Legend Textile Market,"Jay Prakash Narayan Marg, Sahara Darwaja, Moti Begumwadi, Begampura, Surat, Gujarat 395003, India"
"Refal Homes, بيوت رفال",3746 الكيال، الروضة، جدة 23435، Jeddah Saudi Arabia
Vinaigrette,"Al Qasr Metropole Hotel، Al-Oroub St. 4, Amman, Jordan"
Inland Sea Divesite,"Triq Il Gebla Tal General, San Lawarenz, Malta"
الباسم كل شي خمسه ريال,"Ashuhada Ashamaliyyah, Taif 26513, Saudi Arabia"
AstroLabs Dubai,"Parkside Retail Level, Cluster R, JLT - Dubai"
The Hurlingham Club,"Ranelagh Gardens, Fulham, London SW6 3PR, United Kingdom"
Masjid Aisha Umm Al-Mu'mineen (English Sermon),45 Al Jish Street - Dubai
Kuwait Hospital Mosque,"Kuwait Street,Al Qadisiya,Near Kuwait Hospital - Sharjah"
East Elegance Beauty Salon Karama,"R3 Shops 1/2/3, Shaikh Hamdan Colony, Karama - Dubai"
Dilli Haat,"Metro Station, 21, Sri Aurobindo Marg, Near INA, Dilli Haat, Kidwai Nagar West, Kidwai Nagar, New Delhi, Delhi 110023, India"
Tea Junction Cafe and Lounge,Behind the Movenpick Hotel - Dubai
LC Waikiki,"Bohssas, Lebanon"
Cervantes,"Plaza Jesús, 7, 28014 Madrid, Spain"
ورشة أبو زكريا,"مجمع الورش، Al Hajj, Al Utaybiyyah, Mecca 24237, Saudi Arabia"
Nausheen Fruit & Juice Center,"#18-7-81, DRDL Main Rd, opposite ESSER PERTOL PUMP, Kummar Basthi, Chandrayangutta, Hyderabad, Telangana 500005, India"
Warehouse Four,"4B Street, Al Quoz, Next to LED World - Dubai"
Ritaj Restaurant Br. 2,SANIYA - Abu Dhabi
Color Cut & Trim Gents Saloon,Dubai
شاليه وايت بارك,"Al Hadyiah, Buraydah 52235, Saudi Arabia"
NMC Trading - Ajman Store,Al Zahara - Amman Street - Ajman
Um Almo'amneen Maymonah Bint Alharith Mosque,Sharjah
Action,"Rue de Cap Long, 81990 Le Sequestre, France"
Outback Steakhouse,"ابحر الشمالية، مركز فؤاد شارع الأمير تركي، طريق الكورنيش،، Al Khobar 34414, Saudi Arabia"
Royal Bustan Hotel,"Al Sharafeyah, Jeddah 23218, Saudi Arabia"
Rajahi Mosque,"2675 Al Farah, Al Aziziyah, Mecca 24243 8224 Al Farah, Al Aziziyah, Mecca 24243 8224, Saudi Arabia"
Al Kharran A/c Repairing,Ras Al-Khaimah
PAPA JUNIOR,Dubai
Ismaili Centre Dubai,Oud Metha Road، Bur Dubai
Dragone Andrea,"Via Giosuè Carducci, 31, 12084 Mondovì CN, Italy"
Freddy's Frozen Custard & Steakburgers,"3812 N Roxboro St, Durham, NC 27704, United States"
Al Fujairah National Insurance Company,8th Floor - Fujairah
E-Movers,Warehouse # B1 Street 6A - Dubai
Hard Rock Cafe,"Plaça de Catalunya, 21, 08002 Barcelona, Spain"
Tanış Apart Hotel,"Palamutbükü, 48900 Muğla, Turkey"
Lidl,"1 ΧΛΜ ΓΙΑΝΝΙΤΣΩΝ ΕΔΕΣΣΑΣ, Giannitsa 581 00, Greece"
Burger King Dubai Internet City,ENOC Gas Station - Dubai
City Walk Building 10,Dubai
Querim Beach,"Querim - Tiracol, Goa 403524, India"
Hotel ibis budget Antwerpen Centraal Station,"Lange Kievitstraat 145, 2018 Antwerpen, Belgium"
Sarhad Darbar - Discovery Gardens,"Building # 14,Zen Cluster,Street # 1 - Dubai"
Emarat petrol station,شارع الشيخ زايد - Dubai
Itmad-ud-Daula,"Moti Bagh, Agra, Uttar Pradesh 282006, India"
NEW SHARQAN AUTO ACCESSORIES AND UPHOLSTERY TRADING L.L.C.,"Imam Abu Hanif Mosque, 24 B St, Mirdif Aera Dubai, P.O.Box 2164 - Dubai"
The Marwah Group,"8th Floor, Marwah Centre, Krishanlal Marwah Marg Sakinaka, Andheri East, Mumbai, Maharashtra 400072, India"
Teatro Antico di Taormina,"Via del Teatro Greco, 1, 98039 Taormina ME, Italy"
ENOC,"Emirates Rd, E 611, After Shk Hamdan Complex, E611 - Dubai"
Ribs,"Travessera de Gràcia, 81, 08006 Barcelona, Spain"
Area 10 Mosque,"Area 10, Abuja, Nigeria"
Valley Cafe 2,Oud Metha Rd - Dubai
JEQUALSJ International,"Office 607, Building 1B - Dubai"
"Home2 Suites by Hilton Florida City, FL","77 NE 3rd St, Florida City, FL 33034, United States"
Hotel Maria da Fé,"R. Santa Rita, 352 - Santa Rita, Aparecida - SP, 12570-000, Brazil"
Parshvnath Jain Ghar Derasar,"D17, Gopal Vihar, 2nd Floor, Navagam, Lakshman, Atmaram Mhatre Rd, Dahisar West, Mumbai, Maharashtra 400068, India"
The Shaftesbury Theatre,"210 Shaftesbury Ave, London WC2H 8DP, United Kingdom"
Uno Comércio de Materiais Elétricos e Hidráulicos,"Av. Cavalheiro Nami Jafet, 1531 - Vila Industrial, Mogi das Cruzes - SP, 08770-040, Brazil"
EDGE Architects,Dubai Design District - Building 2 - Office 101 - 103 - Dubai
Clas Ohlson Sweden,"Frölunda torg 42, 421 42 Västra Frölunda, Sweden"
Dell,شارع الفلك - Dubai
Grand Grill,"Habtoor Grand Beach Resort - Lobby Level,, Dubai Marina, Al Sufouh Rd - Dubai"
Butt Karahi Tikka,"Saffan wala chowk، 17 Temple Rd, Mozang Chungi, Lahore, Punjab 54000, Pakistan"
Artnova,"Mrówcza 85, 04-857 Warszawa, Poland"
Hotel Temple Towers,"No.14,H6.Ithi Street, Near Temple Car Parking, Rameswaram, Tamil Nadu 623526, India"
Lahori Nashta Centre,"Ali Plaza, Shamsabad, Raja Asad Hameed Shaheed Rd, Shamsabad, Rawalpindi, Punjab 46000, Pakistan"
The Lounge Cafe by RAW SQUEEZED,"Kochar Rd, Sasthamangalam, Thiruvananthapuram, Kerala 695010, India"
Kellogg Wieboldt Hall,"340 E Superior St, Chicago, IL 60611, United States"
Mugies Corner,"Cham Towers, Nkrumah Rd, Kampala, Uganda"
Rajkamal Book Agency,"Shop No.2, Narayanka Naik Complex, Main Rd, Goutam Nagar, Sultan Bazar, Kachiguda, Hyderabad, Telangana 500095, India"
Trivikram Tours and Travels,"Srinivasa Nagar, A P Housing Board Colony, Tirupati, Andhra Pradesh 517507, India"
EPPCO,"Near TECOM Metro Station, E11, Sheikh Zayed Road - Dubai"
Little Bangkok,Unnamed Road - Dubai
Al Matar Mall,"الملك خالد، Al Fayha'a, Jeddah 22246, Saudi Arabia"
Damascus St,Dubai
DHANYA AUTO SPARE PARTS LLC,10 6th St - Dubai
Gibraltar Info - Tickets Kiosk,"Av. Príncipe de Asturias, 1, 11300 La Línea de la Concepción, Cádiz, Spain"
Maraheb Restaurant مطعم مراحب,"Mosque - University City Road, Near Falah - Sharjah"
The Rosy Jane,"Prospekt Lenina, 34, Yekaterinburg, Sverdlovsk Oblast, Russia, 620075"
MAX Chinski Matket,"Kazimierza Wielkiego 10, 63-300 Pleszew, Poland"
مسجد الجرف,Ajman
International Center for Biosaline Agriculture (ICBA),Near Zayed University - Dubai - Al Ain Rd - Dubai
Let's Wok Dubai - Marina Branch,Shop # 3 - Dubai
CitrussTV,"Maadi Al Khabiri Ash Sharqeyah, Maadi, Cairo Governorate, Egypt"
Nike Factory Outlet,"Apt, Kala Anand Apartments, Shop No 4, Gr, Baner Rd, Baner, Pune, Maharashtra 411045, India"
Days Inn Hotel Suites Amman,"Al Rabyeh OmarBin Abdulaziz St Amman JO 11195, Amman, Jordan"
Juan Salon,Indigo Tower - Cluster D - Dubai
EMPIRE LUXURY CAR RENTAL,"95, Sheikh Zayed Road, Al Musa builoding, Shop number 2, - Dubai"
Ecom Express Courier Office,"Abirami Nagar, Senthangudy, Mayiladuthurai, Tamil Nadu 609001, India"
Lahore,"45 Alum Rock Rd, Birmingham B8 1LR, United Kingdom"
Ruya Dubai,Al Emreef St - Dubai
Pizza Hut,"طريق الأمير سعود بن جلوي، Al Mualimeen West, Al Hofuf 36421, Saudi Arabia"
McDonald's,"Route de Castelnaudary, 31250 Revel, France"
Hotel Royal Phare,"40 Avenue de la Motte-Picquet, 75007 Paris, France"
المعدن للأثاث والمفروشات,"Canada dry، Shuwaikh Industrial, Kuwait"
Nursery Ain Shams,"Al Masaken, Al Khosous, Ein Shams, Cairo Governorate, Egypt"
Giresun Port,"Sultan Selim, 28100 Giresun Merkez/Giresun, Turkey"
Crown Theatre,"Town Hall Rd, Near Town Hall, Mananchira, Kozhikode, Kerala 673004, India"
Maiyas Restaurant - ಮಯ್ಯಾಸ್ ರೆಸ್ಟೋರೆಂಟ್,"No. 11 & 12, Highway Star, Kolar-Tirupati Highway, Venkatapura, Kolar, Karnataka 563101, India"
Jebel Ali Gardens 10,Dubai
Palace of the Grand Master of the Knights of Rhodes,"Ippoton, Rodos 851 00, Greece"
Masjid Musabah Bin Rashid Al Fattan Mosque مسجد مصبح بن راشد الفتان,85 20 D St - Dubai
Besiktas Saturday Market,"Türkali, Nüzhetiye Cd. No:66, 34357 Beşiktaş/Şişli/İstanbul, Turkey"
Taj Auditorium,"Painkanur, Kerala 679571, India"
Swatch,"City Mall, King Abdullah II St 295, Amman, Jordan"
Mina flower Market Abu Dhabi,Abu Dhabi
Food city,11th St - Dubai
Whizz Camera Store,"Lotus Path, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100, India"
Lave Auto Frontenac,"1840 Rue Frontenac, Montreal, Quebec H2K 2Z1, Canada"
Al Fattan Properties LLC,"Marina Tower, JBR - The Walk - Dubai"
Decathlon Brigade Road,"Shop No. 60, Ground Floor, EVA Mall, Brigade Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India"
Real Estate Registration Office - Heliopolis Club,"17 El sayed el merghany st.، Mansheya El-Bakry, Heliopolis, Cairo Governorate, Egypt"
RCCR MOTORS Auto Repair,RCCR Motors al quoz 3 st 3 warehouse no 5 - Dubai
4mates,"Amman, Jordan"
Karolowy Dwór,"Spacerowa 30B, 43-460 Wisła, Poland"
Bundu Khan Sweets & Bakers (Allama Iqbal Town),"Main Blvd Allama Iqbal Town, Chenab Block Allama Iqbal Town, Lahore, Punjab 54000, Pakistan"
ZOOM,"Cluster S, Green Lakes 2 - Dubai"
Kosta Hostel Seminyak,"Jalan Dewi Saraswati III, No.77 Kunti 2, Seminyak, Kuta, Badung Regency, Bali 80361, Indonesia"
Bheemas Restaurant,16th St - Dubai
Shiva Convention Hall,"HKV Nagar, Maddur, Karnataka 571428, India"
TFP Vintage Homes Estate,"Wuye, Abuja, Nigeria"
Hotel Omega,"Sielska 4a, 10-802 Olsztyn, Poland"
Vision Model Architectural Industries LLC,near Al Ramla Supermarket E77 - Dubai
Hamed El Iskandarany Juice,"22 ش احمد بدوى، Ash Shamashargi, Shubra, Cairo Governorate, Egypt"
Shriji Gold Palace,"Shyam Park Society, Opposite Tirupati Complex, Sardar Chowk, Hari Villa Rd, Krishnanagar, Ahmedabad, Gujarat 382346, India"
Rise Dubai Creek Harbour رايز خور دبي,The Lagoons - Dubai
مقهى الباشا,"Banimaan 36367, Saudi Arabia"
J5 Hotels Port Saeed,"27th Street, Next to Deira City Centre, Port Saeed، Deira - Dubai"
Chuck E. Cheese's,"Dubai Outlet Mall,Near The Parking Area - Dubai"
The Palms Beach Hotel And Spa,"25 Al Ta'awon 13101, Kuwait"
Hanger Hill Park Pitch and Putt,"Hangar Hill Park, Hillcrest Road, London W5 2JL, United Kingdom"
"Al Khair - Boucherie Halal - Fromagerie - Patisserie - Huile d'olive, Thé","300 Rue Jean-Talon, Montréal, QC H2R 1T1, Canada"
Hotel Rusall,"Tremezzina CO, Via S. Martino, 2, 22019 Rogaro CO, Italy"
Fino Payments Bank,"Shop No:-19 Gf, Kim Square Mota Borasra, Surat, Kim, Gujarat 394110, India"
Hi - Tech Traders,"8-2-603/B/30/1, Zehra Nagar, Rd Number 10, Zehra Nagar, Gouri Shankar Nagar Colony, Banjara Hills, Hyderabad, Telangana 500034, India"
Batha market,"ابي أيوب الأنصاري Abu Ayyub Al-Ansari, Thulaim, Riyadh 12645 6937, Saudi Arabia"
Yas Waterworld,Abu Dhabi
Java Time,"Takhassusi St, Al Mathar Ash Shamali, Riyadh 12312, Saudi Arabia"
China Restaurant Bönningstedt,"Bahnhofstraße 2, 25474 Bönningstedt, Germany"
Al Adil Supermarket,"Al Barsha View Hotel, Service Road, Near Holiday Inn - Dubai"
Sarhad Darbar,"G Floor, Coral Al Khoory Building, Al Barsha 1 - Dubai"
"WOFL - JBR, The Walk","Jumeirah Beach Residence, The Walk, Next To Sofitel Hotel - Dubai"
Xtra Computers,"Muhammad Gulistan Khan House 82 East، Shop # 5, A K fazl-ul-haque road blue Area، G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan"
金山眼科,"Japan, 〒542-0074 Osaka, Chuo Ward, Nanba, 5 Chome−1−60 なんばスカイオ ３F"
Sea Queen Hotel,"Beach Rd, Near Mallu, s Makhani, Kozhikode, Kerala 673001, India"
SMX Convention Center Davao,"3rd Level, SM Lanang Premier, J.P. Laurel Ave, Lanang, Davao City, 8000 Davao del Sur, Philippines"
Namba Parks Cinema,"Japan, 〒556-0011 Osaka, Naniwa Ward, Nanbanaka, 2 Chome−10−70 なんばパークス 8階"
Hiper BB,"Av. do Empresário, 6000-767 Castelo Branco, Portugal"
Barber Stylist makeup artist,"Leninskiy Prospekt, 32, Moscow, Russia, 119334"
Tanoor Fish Restaurant,"10th St, Al Aqrabiyah, Al Khobar 34446, Saudi Arabia"
Online Auction,"Deira, Al Ittihad road, beside Gergash enterprises. P.O.Box 444340 Dubai - Dubai"
Heritage Hotel,"Mije Kovačevića 7, Beograd 11000, Serbia"
Mövenpick Hotel Casablanca,"Ave Hassan II, Casablanca 20250, Morocco"
Vic Foto Studio -Emidio Gonzaga Fotógrafo,"R. Voluntários da Pátria, 452 - loja j - Botafogo, Rio de Janeiro - RJ, 22270-010, Brazil"
Sree Suprabhatham Restaurant,"Mini Capithans Junction, Shakthikulangara, Near Neendakara, Fishing Harbour, Kollam, Kerala 691581, India"
The Purple Chilli Resturent,Opp. union metro station al jazeerah street dream land hotel near kadooli Supermarket - Dubai
Marshalls,"3205 Alderwood Mall Blvd, Lynnwood, WA 98037, United States"
BMW Bodyshop AGMC,Street # 15 A - Dubai
Abo Mazen El Souri,"An Nuzhah, Qesm an Nuzhah, Cairo Governorate, Egypt"
J.J Impex Maruti Service Masters,"9, SSI Industrial Estate, G T Katnal Road, Opp Jahangir Puri, Near KDR Wool Factory, Opp Metro Pillar No. 40, New Delhi, Delhi 110034, India"
AccorHotels Arena,"8 Boulevard de Bercy, 75012 Paris, France"
Hôtel Michlifen Resort & Golf,"Ave Hassan II, Ifran 53000, Morocco"
Abu Dhabi City Golf Club,19th St - Shakhbout Bin Sultan St - Abu Dhabi
Inox Burdwan,"4th floor, Burdwan Arcade- Podder Group, 60, BB Ghosh Rd, Khosbagan, Bardhaman, West Bengal 713101, India"
Basilica of Saint Lawrence 'in Lucina',"Piazza di S. Lorenzo in Lucina, 6, 00186 Roma RM, Italy"
Baba Abdo Restaurant,"٧ Al Banhawi, Bab El Sharia, Cairo Governorate, Egypt"
Pecatto Atelier de Doces e Café,"R. Prof. Eduardo Araújo Coelho 3, 1600-617 Lisboa, Portugal"
Chalhoub Group Head Office 2,Dubai
Al Baba Sweets,"Port Saeed, facing City Center - Dubai"
The Famous Flames,"11 Kentish Town Rd, Camden Town, London NW1 8NH, United Kingdom"
Caminetto d'Oro,"Via de' Falegnami, 4, 40121 Bologna BO, Italy"
My Emergency Guy,"6019 College Ave, Oakland, CA 94618, United States"
بيتزا القيصر الصغير,"Yajouz Rd., Amman, Jordan"
有仟自助洗車-同安,"330, Taiwan, Taoyuan City, Taoyuan District, Lane 336, Tong'an Street, 16號號旁"
Khorfakkan Art Centre,Sharjah
مطعم الطازج السعودي,167 Salah Al Din St - Dubai
DEBAJ GROUP,Dubai Silicon Oasis - Dubai
Target,"1450 Greenland Rd #1, Greenland, NH 03840, United States"
Castillo de Dólar,"Calle Castillo Levante, 26A, 18512 Dólar, Granada, Spain"
Zain Corporation,"Makkuana, Faisalabad, Punjab, Pakistan"
Greek Taverna,"Naresdamri Rd, Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand"
Istanbul Supermarket,"Hazza Bin Zayed St, Next To Lebanese Flower Restaurant - Abu Dhabi"
Special moments,Ajman
Massimo Dutti,"66-68, Carrer de Colón, 46004 València, Valencia, Spain"
Royal Pets Grooming Salon & Spa,Golden Gate Shopping Centre - Mirdrif
(تاج محل میرج ہال ، دیوان خاص ریسٹورنٹ چیچہ وطنی بائی پاس) Taj Mahal Marriage Hall and Dewan e Khas Restaurant Chichawatni Bypass,"Chichawatni Bypass, Chichawatni, Sahiwal District, Punjab, Pakistan"
Fruit and vegetables,"Tehran Province, Tehran, Lavizan, Shiyan, Iran"
ADDA Cafe,95 Umm Hurair Rd - Dubai
Hotel Pilatus-Kulm,"Pilatus Kulm, 6010 Kriens, Switzerland"
Okapuka Ranch,Namibia
Toshi,"18th Floor, Grand Millennium Dubai Hotel, Grand Millennium - Dubai"
Loko,"Al Qurum Complex, Al Wilaj St, Muscat, Oman"
Al Insaf Garage & Car Wash,Near LED Corner - 1 318th Rd - Dubai
Hotel Marine Plaza,"29, Marine Dr, opp. CCI Club, Churchgate, Mumbai, Maharashtra 400020, India"
Herculaneum Hotel & Maison,"Corso Resina, 230, 80056 Ercolano NA, Italy"
Banff National Park Of Canada,"Improvement District No. 9, AB T0L, Canada"
Star Junior Seafood,Abu Dhabi
Playa Pita,"Carr. de la Playa Pita, 42005, Soria, Spain"
Body & Mind Relaxation Center,"O2 Residence - Shop No. 09B, PR Level Cluster O - Sheikh Zayed Rd - Dubai"
Al Tarboush Restaurant,Fujairah
Espresso House,"Kauppakeskus Sello, Leppävaarankatu 3-9, 02600 Espoo, Finland"
Perekrestok,"Davydovskoye, Moscow Oblast, Russia, 143521"
Interwood,"Building No. 43-C, Bokhari Lane، No. 11، D.H.A Phase 6 Bukhari Commercial Area Phase 6 Defence Housing Authority, Karachi, Karachi City, Sindh 75500, Pakistan"
Al Bismi Cargo,Al Arouba St - Sharjah
Balcão de Santander Totta,"Av. 23 de Julho Vitoria Liberal 388, 2810-204 Laranjeiro, Portugal"
Miss Tomato Sandwich Shop,"1000 Hyde St, San Francisco, CA 94109, United States"
studio Skoop,"Sint-Annaplein 63, 9000 Gent, Belgium"
EPPCO,"Ras Al Khor Rd, E 44, Before Dubike - Dubai"
Motown Coffee & Desserts,"157 Bethnal Green Rd, London E2 7DG, United Kingdom"
Plus Point Super Market,Sulafa Tower - Al Sharta St - Dubai
Armadillo Self Storage Derby,"Forresters Business Park, Sinfin Ln, Derby DE23 8AG, United Kingdom"
Pif-Paf,"Griboyedov channel embankment, 31, St Petersburg, Russia, 191186"
Bricomart Construcción y reforma,"Av. Manuel Castillo, s/n, 29004, Málaga, Spain"
Aral,"Route d'Arlon, 8832 Rombach-Martelange, Luxembourg"
해남공원,"South Korea, Gyeongsangnam-do, Gimhae-si, I-dong"
Sacher Park,"יצחק 1, Sderot Ben Tsvi, Jerusalem, Israel"
Olympus Fitness Gym,41 26 B St - Dubai
Alnajim Alkabeer Phones l.l.c النجم الكبير للهواتف ذ.م.م,شارع دمشق - Ajman
"St Anthony of Padua Catholic Church, Ras Al Khaimah",Ras al Khaimah
Baskin Robbins dessert Cafe,Aspin Commercial Tower - 3203 Sheikh Zayed Rd - Dubai
Zvozdnyy,"Yekaterinburg, Sverdlovsk Oblast, Russia, 620016"
Al Sabeel typing centre,Umm Al Quwain
La Trattoria Da Tonino,"Rue de la Servette 1, 1201 Geneva, Switzerland"
Tooti Boundary,"Kela Nagar, Aligarh, Uttar Pradesh 202001, India"
Souq Al Wakra Hotel Qatar by Tivoli,Street 891، Al Loulou، Qatar
